index,annotator_labels,captionID,gold_label,pairID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse
,"['entailment', 'entailment', 'entailment', 'entailment', 'neutral']",4704668708.jpg#0,entailment,4704668708.jpg#0r1e,"A young child joyfully pulls colorful tissue paper from a decorated box, looking for his present.","( ( A ( young child ) ) ( joyfully ( ( ( ( ( pulls ( colorful ( tissue paper ) ) ) ( from ( a ( decorated box ) ) ) ) , ) ( looking ( for ( his present ) ) ) ) . ) ) )","(ROOT (S (NP (DT A) (JJ young) (NN child)) (ADVP (RB joyfully)) (VP (VBZ pulls) (NP (JJ colorful) (NN tissue) (NN paper)) (PP (IN from) (NP (DT a) (JJ decorated) (NN box))) (, ,) (S (VP (VBG looking) (PP (IN for) (NP (PRP$ his) (NN present)))))) (. .)))",a child pulls colorful tissue paper from a fancy box,( ( a child ) ( ( pulls ( colorful ( tissue paper ) ) ) ( from ( a ( fancy box ) ) ) ) ),(ROOT (S (NP (DT a) (NN child)) (VP (VBZ pulls) (NP (JJ colorful) (NN tissue) (NN paper)) (PP (IN from) (NP (DT a) (JJ fancy) (NN box))))))
,"['contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction']",2249141510.jpg#2,contradiction,2249141510.jpg#2r1c,A young boy in red leaping into sand at a playground.,( ( ( ( A ( young boy ) ) ( in red ) ) ( ( leaping ( into sand ) ) ( at ( a playground ) ) ) ) . ),(ROOT (NP (NP (NP (DT A) (JJ young) (NN boy)) (PP (IN in) (NP (NN red)))) (VP (VBG leaping) (PP (IN into) (NP (NN sand))) (PP (IN at) (NP (DT a) (NN playground)))) (. .))),A child does a cannonball into a pool.,( ( A child ) ( ( ( does ( a cannonball ) ) ( into ( a pool ) ) ) . ) ),(ROOT (S (NP (DT A) (NN child)) (VP (VBZ does) (NP (DT a) (NN cannonball)) (PP (IN into) (NP (DT a) (NN pool)))) (. .)))
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",3549277110.jpg#3,neutral,3549277110.jpg#3r1n,two boys reading superhero books,( ( two boys ) ( reading ( superhero books ) ) ),(ROOT (NP (NP (CD two) (NNS boys)) (NP (NN reading) (NN superhero) (NNS books)))),Two boys reading a book about spiderman.,( ( ( Two boys ) ( reading ( ( a book ) ( about spiderman ) ) ) ) . ),(ROOT (NP (NP (CD Two) (NNS boys)) (VP (VBG reading) (NP (NP (DT a) (NN book)) (PP (IN about) (NP (NN spiderman))))) (. .)))
,"['entailment', 'entailment', 'neutral', 'entailment', 'contradiction']",2149434880.jpg#0,entailment,2149434880.jpg#0r1e,"A person dressed in white and black winter clothing leaps a narrow, water-filled ditch from one frost-covered field to another, where a female dressed in black coat and pants awaits.","( ( ( A person ) ( dressed ( in ( ( ( white and ) black ) ( winter clothing ) ) ) ) ) ( ( ( leaps ( a ( narrow ( , ( water-filled ditch ) ) ) ) ) ( from ( ( one ( frost-covered field ) ) ( to ( ( another , ) ( where ( ( ( a female ) ( dressed ( in ( black ( ( coat and ) pants ) ) ) ) ) awaits ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (DT A) (NN person)) (VP (VBN dressed) (PP (IN in) (NP (ADJP (JJ white) (CC and) (JJ black)) (NN winter) (NN clothing))))) (VP (VBZ leaps) (NP (DT a) (JJ narrow) (, ,) (JJ water-filled) (NN ditch)) (PP (IN from) (NP (NP (CD one) (JJ frost-covered) (NN field)) (PP (TO to) (NP (NP (DT another)) (, ,) (SBAR (WHADVP (WRB where)) (S (NP (NP (DT a) (NN female)) (VP (VBN dressed) (PP (IN in) (NP (JJ black) (NN coat) (CC and) (NNS pants))))) (VP (VBZ awaits))))))))) (. .)))",The man in white and black is leaping.,( ( ( The man ) ( in ( ( white and ) black ) ) ) ( ( is leaping ) . ) ),(ROOT (S (NP (NP (DT The) (NN man)) (PP (IN in) (NP (JJ white) (CC and) (JJ black)))) (VP (VBZ is) (VP (VBG leaping))) (. .)))
,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",4591228112.jpg#3,entailment,4591228112.jpg#3r1e,An old man looking over a sculpture.,( ( ( An ( old man ) ) ( looking ( over ( a sculpture ) ) ) ) . ),(ROOT (NP (NP (DT An) (JJ old) (NN man)) (VP (VBG looking) (PP (IN over) (NP (DT a) (NN sculpture)))) (. .))),the man is old,( ( the man ) ( is old ) ),(ROOT (S (NP (DT the) (NN man)) (VP (VBZ is) (ADJP (JJ old)))))
,"['entailment', 'neutral', 'contradiction', 'neutral', 'neutral']",2638054798.jpg#1,neutral,2638054798.jpg#1r1e,Two little kids without shirts are sitting down facing each other.,( ( ( Two ( little kids ) ) ( without shirts ) ) ( ( are ( ( sitting down ) ( facing ( each other ) ) ) ) . ) ),(ROOT (S (NP (NP (CD Two) (JJ little) (NNS kids)) (PP (IN without) (NP (NNS shirts)))) (VP (VBP are) (VP (VBG sitting) (PRT (RP down)) (S (VP (VBG facing) (NP (DT each) (JJ other)))))) (. .))),Two children are sitting shirtless indoors,( ( Two children ) ( are ( ( sitting shirtless ) indoors ) ) ),(ROOT (S (NP (CD Two) (NNS children)) (VP (VBP are) (VP (VBG sitting) (NP (NNS shirtless)) (ADVP (RB indoors))))))
,"['neutral', 'neutral', 'neutral', 'neutral', 'contradiction']",2638054798.jpg#1,neutral,2638054798.jpg#1r1n,Two little kids without shirts are sitting down facing each other.,( ( ( Two ( little kids ) ) ( without shirts ) ) ( ( are ( ( sitting down ) ( facing ( each other ) ) ) ) . ) ),(ROOT (S (NP (NP (CD Two) (JJ little) (NNS kids)) (PP (IN without) (NP (NNS shirts)))) (VP (VBP are) (VP (VBG sitting) (PRT (RP down)) (S (VP (VBG facing) (NP (DT each) (JJ other)))))) (. .))),Two young children are playing with each other and giggling while playing with markers,( ( Two ( young children ) ) ( are ( playing ( with ( ( each ( ( ( other and ) giggling ) while ) ) ( playing ( with markers ) ) ) ) ) ) ),(ROOT (S (NP (CD Two) (JJ young) (NNS children)) (VP (VBP are) (VP (VBG playing) (PP (IN with) (NP (NP (DT each) (ADJP (JJ other) (CC and) (JJ giggling)) (NN while)) (VP (VBG playing) (PP (IN with) (NP (NNS markers))))))))))
,"['neutral', 'entailment', 'contradiction', 'neutral', 'neutral']",5840087663.jpg#1,neutral,5840087663.jpg#1r1n,a young boy using a field microscope to identify a field specimen during a field trip.,( ( ( a ( young boy ) ) ( ( using ( a ( field microscope ) ) ) ( to ( ( identify ( a ( field specimen ) ) ) ( during ( a ( field trip ) ) ) ) ) ) ) . ),(ROOT (NP (NP (DT a) (JJ young) (NN boy)) (VP (VBG using) (NP (DT a) (NN field) (NN microscope)) (S (VP (TO to) (VP (VB identify) (NP (DT a) (NN field) (NN specimen)) (PP (IN during) (NP (DT a) (NN field) (NN trip))))))) (. .))),The boy is on a science field trip.,( ( The boy ) ( ( is ( on ( a ( science ( field trip ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN boy)) (VP (VBZ is) (PP (IN on) (NP (DT a) (NN science) (NN field) (NN trip)))) (. .)))
,"['neutral', 'neutral', 'entailment', 'entailment', 'neutral']",4951049912.jpg#4,neutral,4951049912.jpg#4r1n,A person is sitting in front of a graffiti covered wall.,( ( A person ) ( ( is ( sitting ( in ( front ( of ( ( a graffiti ) ( covered wall ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN person)) (VP (VBZ is) (VP (VBG sitting) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT a) (NN graffiti)) (VP (VBN covered) (NP (NN wall))))))))) (. .))),A person is sitting outside,( ( A person ) ( is ( sitting outside ) ) ),(ROOT (S (NP (DT A) (NN person)) (VP (VBZ is) (VP (VBG sitting) (ADVP (RB outside))))))
,"['entailment', 'neutral', 'entailment', 'entailment', 'entailment']",145282619.jpg#4,entailment,145282619.jpg#4r1e,A man cooking over high flames.,( ( ( A man ) ( cooking ( over ( high flames ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN man)) (VP (VBG cooking) (PP (IN over) (NP (JJ high) (NNS flames)))) (. .))),A person is preparing some food.,( ( A person ) ( ( is ( preparing ( some food ) ) ) . ) ),(ROOT (S (NP (DT A) (NN person)) (VP (VBZ is) (VP (VBG preparing) (NP (DT some) (NN food)))) (. .)))
,"['contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction']",2679565682.jpg#0,contradiction,2679565682.jpg#0r1c,A man with a long white beard is examining a camera and another man with a black shirt is in the background.,( ( ( ( ( ( A man ) ( with ( a ( long ( white beard ) ) ) ) ) ( is ( examining ( a camera ) ) ) ) and ) ( ( ( another man ) ( with ( a ( black shirt ) ) ) ) ( is ( in ( the background ) ) ) ) ) . ),(ROOT (S (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (JJ long) (JJ white) (NN beard)))) (VP (VBZ is) (VP (VBG examining) (NP (DT a) (NN camera))))) (CC and) (S (NP (NP (DT another) (NN man)) (PP (IN with) (NP (DT a) (JJ black) (NN shirt)))) (VP (VBZ is) (PP (IN in) (NP (DT the) (NN background))))) (. .))),A man takes a picture of a woman,( ( A man ) ( takes ( ( a picture ) ( of ( a woman ) ) ) ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ takes) (NP (NP (DT a) (NN picture)) (PP (IN of) (NP (DT a) (NN woman)))))))
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",2679565682.jpg#0,neutral,2679565682.jpg#0r1n,A man with a long white beard is examining a camera and another man with a black shirt is in the background.,( ( ( ( ( ( A man ) ( with ( a ( long ( white beard ) ) ) ) ) ( is ( examining ( a camera ) ) ) ) and ) ( ( ( another man ) ( with ( a ( black shirt ) ) ) ) ( is ( in ( the background ) ) ) ) ) . ),(ROOT (S (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (JJ long) (JJ white) (NN beard)))) (VP (VBZ is) (VP (VBG examining) (NP (DT a) (NN camera))))) (CC and) (S (NP (NP (DT another) (NN man)) (PP (IN with) (NP (DT a) (JJ black) (NN shirt)))) (VP (VBZ is) (PP (IN in) (NP (DT the) (NN background))))) (. .))),A man is with a cowboy,( ( A man ) ( is ( with ( a cowboy ) ) ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (PP (IN with) (NP (DT a) (NN cowboy))))))
,"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']",3214333978.jpg#3,neutral,3214333978.jpg#3r1e,Four women are taking a walk down an icy road.,( ( Four women ) ( ( are ( ( taking ( a walk ) ) ( down ( an ( icy road ) ) ) ) ) . ) ),(ROOT (S (NP (CD Four) (NNS women)) (VP (VBP are) (VP (VBG taking) (NP (DT a) (NN walk)) (PP (IN down) (NP (DT an) (JJ icy) (NN road))))) (. .))),The road is dangerous for the four women to try to walk on because it is covered in ice.,( ( The road ) ( ( ( is ( dangerous ( for ( the ( four women ) ) ) ) ) ( to ( try ( to ( ( walk on ) ( because ( it ( is ( covered ( in ice ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN road)) (VP (VBZ is) (ADJP (JJ dangerous) (PP (IN for) (NP (DT the) (CD four) (NNS women)))) (S (VP (TO to) (VP (VB try) (S (VP (TO to) (VP (VB walk) (PRT (RP on)) (SBAR (IN because) (S (NP (PRP it)) (VP (VBZ is) (VP (VBN covered) (PP (IN in) (NP (NN ice)))))))))))))) (. .)))
,"['neutral', 'entailment', 'entailment', 'entailment', 'entailment']",3214333978.jpg#3,entailment,3214333978.jpg#3r1n,Four women are taking a walk down an icy road.,( ( Four women ) ( ( are ( ( taking ( a walk ) ) ( down ( an ( icy road ) ) ) ) ) . ) ),(ROOT (S (NP (CD Four) (NNS women)) (VP (VBP are) (VP (VBG taking) (NP (DT a) (NN walk)) (PP (IN down) (NP (DT an) (JJ icy) (NN road))))) (. .))),The women are walking on the ice.,( ( The women ) ( ( are ( walking ( on ( the ice ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS women)) (VP (VBP are) (VP (VBG walking) (PP (IN on) (NP (DT the) (NN ice))))) (. .)))
,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",3214333978.jpg#3,contradiction,3214333978.jpg#3r1c,Four women are taking a walk down an icy road.,( ( Four women ) ( ( are ( ( taking ( a walk ) ) ( down ( an ( icy road ) ) ) ) ) . ) ),(ROOT (S (NP (CD Four) (NNS women)) (VP (VBP are) (VP (VBG taking) (NP (DT a) (NN walk)) (PP (IN down) (NP (DT an) (JJ icy) (NN road))))) (. .))),Four women are walking near the dry highway.,( ( Four women ) ( ( are ( walking ( near ( the ( dry highway ) ) ) ) ) . ) ),(ROOT (S (NP (CD Four) (NNS women)) (VP (VBP are) (VP (VBG walking) (PP (IN near) (NP (DT the) (JJ dry) (NN highway))))) (. .)))
,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",3977104006.jpg#1,entailment,3977104006.jpg#1r1e,Four men stand in a circle facing each other playing brass instruments which people watch them.,( ( Four men ) ( ( stand ( in ( ( a circle ) ( facing ( ( each ( other ( playing ( brass instruments ) ) ) ) ( ( which people ) ( watch them ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (CD Four) (NNS men)) (VP (VBP stand) (PP (IN in) (NP (NP (DT a) (NN circle)) (VP (VBG facing) (NP (NP (DT each) (JJ other) (NN playing) (NN brass) (NNS instruments)) (SBAR (WHNP (WDT which) (NNS people)) (S (VP (VBP watch) (NP (PRP them)))))))))) (. .))),The men are playing music,( ( The men ) ( are ( playing music ) ) ),(ROOT (S (NP (DT The) (NNS men)) (VP (VBP are) (VP (VBG playing) (NP (NN music))))))
,"['entailment', 'neutral', 'entailment', 'entailment', 'neutral']",7236594962.jpg#1,entailment,7236594962.jpg#1r1e,"A man is shooting a gun outdoors, on what looks like a beautiful sunny day.","( ( A man ) ( ( is ( ( ( ( shooting ( a gun ) ) outdoors ) , ) ( on ( what ( looks ( like ( a ( beautiful ( sunny day ) ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG shooting) (NP (DT a) (NN gun)) (ADVP (RB outdoors)) (, ,) (PP (IN on) (SBAR (WHNP (WP what)) (S (VP (VBZ looks) (PP (IN like) (NP (DT a) (JJ beautiful) (JJ sunny) (NN day))))))))) (. .)))",A man is shooting a gun at targets on a nice day.,( ( A man ) ( ( is ( ( shooting ( a gun ) ) ( at ( targets ( on ( a ( nice day ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG shooting) (NP (DT a) (NN gun)) (PP (IN at) (NP (NP (NNS targets)) (PP (IN on) (NP (DT a) (JJ nice) (NN day))))))) (. .)))
,"['entailment', 'neutral', 'neutral', 'neutral', 'neutral']",311907717.jpg#0,neutral,311907717.jpg#0r1e,"Five young men are in a loft, with one holding a whiteboard and one making a shaka sign in front of the television.","( ( Five ( young men ) ) ( ( ( ( are ( in ( a loft ) ) ) , ) ( with ( one ( holding ( ( a ( ( whiteboard and ) one ) ) ( ( making ( a ( shaka sign ) ) ) ( in ( front ( of ( the television ) ) ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (CD Five) (JJ young) (NNS men)) (VP (VBP are) (PP (IN in) (NP (DT a) (NN loft))) (, ,) (PP (IN with) (NP (NP (CD one)) (VP (VBG holding) (NP (NP (DT a) (NN whiteboard) (CC and) (NN one)) (VP (VBG making) (NP (DT a) (NN shaka) (NN sign)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT the) (NN television))))))))))) (. .)))",Five men watch tv.,( ( Five men ) ( ( watch tv ) . ) ),(ROOT (S (NP (CD Five) (NNS men)) (VP (VBP watch) (NP (NN tv))) (. .)))
,"['neutral', 'neutral', 'contradiction', 'neutral', 'contradiction']",311907717.jpg#0,neutral,311907717.jpg#0r1n,"Five young men are in a loft, with one holding a whiteboard and one making a shaka sign in front of the television.","( ( Five ( young men ) ) ( ( ( ( are ( in ( a loft ) ) ) , ) ( with ( one ( holding ( ( a ( ( whiteboard and ) one ) ) ( ( making ( a ( shaka sign ) ) ) ( in ( front ( of ( the television ) ) ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (CD Five) (JJ young) (NNS men)) (VP (VBP are) (PP (IN in) (NP (DT a) (NN loft))) (, ,) (PP (IN with) (NP (NP (CD one)) (VP (VBG holding) (NP (NP (DT a) (NN whiteboard) (CC and) (NN one)) (VP (VBG making) (NP (DT a) (NN shaka) (NN sign)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT the) (NN television))))))))))) (. .)))",Some guys are in a living room.,( ( Some guys ) ( ( are ( in ( a ( living room ) ) ) ) . ) ),(ROOT (S (NP (DT Some) (NNS guys)) (VP (VBP are) (PP (IN in) (NP (DT a) (VBG living) (NN room)))) (. .)))
,"['contradiction', 'neutral', 'contradiction', 'neutral', 'contradiction']",311907717.jpg#0,contradiction,311907717.jpg#0r1c,"Five young men are in a loft, with one holding a whiteboard and one making a shaka sign in front of the television.","( ( Five ( young men ) ) ( ( ( ( are ( in ( a loft ) ) ) , ) ( with ( one ( holding ( ( a ( ( whiteboard and ) one ) ) ( ( making ( a ( shaka sign ) ) ) ( in ( front ( of ( the television ) ) ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (CD Five) (JJ young) (NNS men)) (VP (VBP are) (PP (IN in) (NP (DT a) (NN loft))) (, ,) (PP (IN with) (NP (NP (CD one)) (VP (VBG holding) (NP (NP (DT a) (NN whiteboard) (CC and) (NN one)) (VP (VBG making) (NP (DT a) (NN shaka) (NN sign)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT the) (NN television))))))))))) (. .)))",Some people are at work.,( ( Some people ) ( ( are ( at work ) ) . ) ),(ROOT (S (NP (DT Some) (NNS people)) (VP (VBP are) (PP (IN at) (NP (NN work)))) (. .)))
,"['contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction']",282741726.jpg#1,contradiction,282741726.jpg#1r1c,"People seated at long tables all facing the same direction, some writing and some watching.","( People ( ( ( seated ( at ( long tables ) ) ) ( all ( facing ( ( ( ( ( the ( same direction ) ) , ) ( some writing ) ) and ) ( some watching ) ) ) ) ) . ) )","(ROOT (S (NP (NNS People)) (VP (VBN seated) (PP (IN at) (NP (JJ long) (NNS tables))) (NP (NP (DT all)) (VP (VBG facing) (NP (NP (DT the) (JJ same) (NN direction)) (, ,) (NP (DT some) (NN writing)) (CC and) (NP (DT some) (NN watching)))))) (. .)))",A group of people are sitting at the tables sharing a meal.,( ( ( A group ) ( of people ) ) ( ( are ( ( sitting ( at ( the tables ) ) ) ( sharing ( a meal ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBP are) (VP (VBG sitting) (PP (IN at) (NP (DT the) (NNS tables))) (S (VP (VBG sharing) (NP (DT a) (NN meal)))))) (. .)))
,"['contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction']",3815355917.jpg#4,contradiction,3815355917.jpg#4r1c,A car is loaded with items on the top.,( ( A car ) ( ( is ( loaded ( with ( items ( on ( the top ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN car)) (VP (VBZ is) (VP (VBN loaded) (PP (IN with) (NP (NP (NNS items)) (PP (IN on) (NP (DT the) (NN top))))))) (. .))),The car is a convertible.,( ( The car ) ( ( is ( a convertible ) ) . ) ),(ROOT (S (NP (DT The) (NN car)) (VP (VBZ is) (NP (DT a) (NN convertible))) (. .)))
,"['entailment', 'neutral', 'neutral', 'neutral', 'neutral']",2512450458.jpg#1,neutral,2512450458.jpg#1r1e,A man wearing a snorkel and goggles gives a thumbs up as he and another person speed through the water.,( ( ( A man ) ( wearing ( ( ( a snorkel ) and ) goggles ) ) ) ( ( ( ( ( ( gives ( a thumbs ) ) up ) ( as he ) ) and ) ( ( another ( person speed ) ) ( through ( the water ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (VP (VBG wearing) (NP (NP (DT a) (NN snorkel)) (CC and) (NP (NNS goggles))))) (VP (VP (VBZ gives) (NP (DT a) (NNS thumbs)) (PRT (RP up)) (PP (IN as) (NP (PRP he)))) (CC and) (VP (NP (DT another) (NN person) (NN speed)) (PP (IN through) (NP (DT the) (NN water))))) (. .))),There are two guys above the water.,( There ( ( are ( ( two guys ) ( above ( the water ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NP (CD two) (NNS guys)) (PP (IN above) (NP (DT the) (NN water))))) (. .)))
,"['contradiction', 'contradiction', 'contradiction', 'entailment', 'contradiction']",2713036593.jpg#3,contradiction,2713036593.jpg#3r1c,"A man is sitting on the floor, sleeping.","( ( A man ) ( ( is ( ( ( sitting ( on ( the floor ) ) ) , ) sleeping ) ) . ) )","(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VP (VBG sitting) (PP (IN on) (NP (DT the) (NN floor)))) (, ,) (VP (VBG sleeping)))) (. .)))","A man is lying down, sleeping.","( ( A man ) ( ( is ( ( ( lying down ) , ) sleeping ) ) . ) )","(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VP (VBG lying) (PRT (RP down))) (, ,) (VP (VBG sleeping)))) (. .)))"
,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",2713036593.jpg#3,entailment,2713036593.jpg#3r1e,"A man is sitting on the floor, sleeping.","( ( A man ) ( ( is ( ( ( sitting ( on ( the floor ) ) ) , ) sleeping ) ) . ) )","(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VP (VBG sitting) (PP (IN on) (NP (DT the) (NN floor)))) (, ,) (VP (VBG sleeping)))) (. .)))",A man is sleeping on the floor.,( ( A man ) ( ( is ( sleeping ( on ( the floor ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG sleeping) (PP (IN on) (NP (DT the) (NN floor))))) (. .)))
,"['neutral', 'entailment', 'entailment', 'entailment', 'entailment']",2713036593.jpg#3,entailment,2713036593.jpg#3r1n,"A man is sitting on the floor, sleeping.","( ( A man ) ( ( is ( ( ( sitting ( on ( the floor ) ) ) , ) sleeping ) ) . ) )","(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VP (VBG sitting) (PP (IN on) (NP (DT the) (NN floor)))) (, ,) (VP (VBG sleeping)))) (. .)))",A young man is sleeping while in the sitting position.,( ( A ( young man ) ) ( ( is ( sleeping ( while ( in ( the ( sitting position ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (NN man)) (VP (VBZ is) (VP (VBG sleeping) (NP (NP (NN while)) (PP (IN in) (NP (DT the) (VBG sitting) (NN position)))))) (. .)))
,"['contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction']",3474406285.jpg#3,contradiction,3474406285.jpg#3r1c,A brown dog jumps over an obstacle.,( ( A ( brown dog ) ) ( ( jumps ( over ( an obstacle ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ brown) (NN dog)) (VP (VBZ jumps) (PP (IN over) (NP (DT an) (NN obstacle)))) (. .))),The dog is in a pool.,( ( The dog ) ( ( is ( in ( a pool ) ) ) . ) ),(ROOT (S (NP (DT The) (NN dog)) (VP (VBZ is) (PP (IN in) (NP (DT a) (NN pool)))) (. .)))
